title                                                                                                                                                            , authors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , paper_url
CASE-Bench: Context-Aware SafEty Benchmark for Large Language Models                                                                                             , "Guangzhi Sun, Xiao Zhan, Shutong Feng, Phil Woodland, Jose Such"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/sun25ab.html
Sample-specific Noise Injection for Diffusion-based Adversarial Purification                                                                                     , "Yuhao Sun, Jiacheng Zhang, Zesheng Ye, Chaowei Xiao, Feng Liu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://proceedings.mlr.press/v267/sun25ac.html
Parrot: Multilingual Visual Instruction Tuning                                                                                                                   , "Hai-Long Sun, Da-Wei Zhou, Yang Li, Shiyin Lu, Chao Yi, Qing-Guo Chen, Zhao Xu, Weihua Luo, Kaifu Zhang, De-Chuan Zhan, Han-Jia Ye"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/sun25ad.html
Stay-Positive: A Case for Ignoring Real Image Features in Fake Image Detection                                                                                   , "Anirudh Sundara Rajan, Yong Jae Lee"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://proceedings.mlr.press/v267/sundara-rajan25a.html
Adaptive Partitioning Schemes for Optimistic Optimization                                                                                                        , "Raja Sunkara, Ardhendu Tripathy"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://proceedings.mlr.press/v267/sunkara25a.html
Identifying Metric Structures of Deep Latent Variable Models                                                                                                     , "Stas Syrota, Yevgen Zainchkovskyy, Johnny Xi, Benjamin Bloem-Reddy, Søren Hauberg"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/syrota25a.html
No Soundness in the Real World: On the Challenges of the Verification of Deployed Neural Networks                                                                , "Attila Szász, Balázs Bánhelyi, Márk Jelasity"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/szasz25a.html
Improving Continual Learning Performance and Efficiency with Auxiliary Classifiers                                                                               , "Filip Szatkowski, Yaoyue Zheng, Fei Yang, Tomasz Trzcinski, Bartłomiej Twardowski, Joost Van De Weijer"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/szatkowski25a.html
Features are fate: a theory of transfer learning in high-dimensional regression                                                                                  , "Javan Tahir, Surya Ganguli, Grant M. Rotskoff"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://proceedings.mlr.press/v267/tahir25a.html
Redundancy Undermines the Trustworthiness of Self-Interpretable GNNs                                                                                             , "Wenxin Tai, Ting Zhong, Goce Trajcevski, Fan Zhou"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/tai25a.html
Selective Response Strategies for GenAI                                                                                                                          , "Boaz Taitler, Omer Ben-Porat"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/taitler25a.html
Training a Generally Curious Agent                                                                                                                               , "Fahim Tajwar, Yiding Jiang, Abitha Thankaraj, Sumaita Sadia Rahman, J Zico Kolter, Jeff Schneider, Russ Salakhutdinov"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/tajwar25a.html
Physics-Informed Weakly Supervised Learning For Interatomic Potentials                                                                                           , "Makoto Takamoto, Viktor Zaverkin, Mathias Niepert"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/takamoto25a.html
Instance-Optimal Pure Exploration for Linear Bandits on Continuous Arms                                                                                          , "Sho Takemori, Yuhei Umeda, Aditya Gopalan"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://proceedings.mlr.press/v267/takemori25a.html
Distributionally Robust Active Learning for Gaussian Process Regression                                                                                          , "Shion Takeno, Yoshito Okura, Yu Inatsu, Aoyama Tatsuya, Tomonari Tanaka, Akahane Satoshi, Hiroyuki Hanada, Noriaki Hashimoto, Taro Murayama, Hanju Lee, Shinya Kojima, Ichiro Takeuchi"                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/takeno25a.html
Exploiting Similarity for Computation and Communication-Efficient Decentralized Optimization                                                                     , "Yuki Takezawa, Xiaowen Jiang, Anton Rodomanov, Sebastian U Stich"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/takezawa25a.html
Towards Learning to Complete Anything in Lidar                                                                                                                   , "Ayça Takmaz, Cristiano Saltori, Neehar Peri, Tim Meinhardt, Riccardo De Lutio, Laura Leal-Taixé, Aljosa Osep"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/takmaz25a.html
Neutral residues: revisiting adapters for model extension                                                                                                        , "Franck Signe Talla, Edouard Grave, Herve Jegou"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/talla25a.html
FedBEns: One-Shot Federated Learning based on Bayesian Ensemble                                                                                                  , "Jacopo Talpini, Marco Savi, Giovanni Neglia"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/talpini25a.html
Scalable Equilibrium Sampling with Sequential Boltzmann Generators                                                                                               , "Charlie B. Tan, Joey Bose, Chen Lin, Leon Klein, Michael M. Bronstein, Alexander Tong"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://proceedings.mlr.press/v267/tan25a.html
Towards Universal Offline Black-Box Optimization via Learning Language Model Embeddings                                                                          , "Rong-Xi Tan, Ming Chen, Ke Xue, Yao Wang, Yaoyuan Wang, Fu Sheng, Chao Qian"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/tan25b.html
Actor-Critics Can Achieve Optimal Sample Efficiency                                                                                                              , "Kevin Tan, Wei Fan, Yuting Wei"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/tan25c.html
$S^2$FGL: Spatial Spectral Federated Graph Learning                                                                                                              , "Zihan Tan, Suyuan Huang, Guancheng Wan, Wenke Huang, He Li, Mang Ye"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://proceedings.mlr.press/v267/tan25d.html
BoxLM: Unifying Structures and Semantics of Medical Concepts for Diagnosis Prediction in Healthcare                                                              , "Yanchao Tan, Hang Lv, Yunfei Zhan, Guofang Ma, Bo Xiong, Carl Yang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/tan25e.html
WMarkGPT: Watermarked Image Understanding via Multimodal Large Language Models                                                                                   , "Songbai Tan, Xuerui Qiu, Yao Shu, Gang Xu, Linrui Xu, Xiangyu Xu, Huiping Zhuang, Ming Li, Fei Yu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/tan25f.html
Synthesizing Privacy-Preserving Text Data via Finetuning *without* Finetuning Billion-Scale LLMs                                                                 , "Bowen Tan, Zheng Xu, Eric Xing, Zhiting Hu, Shanshan Wu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/tan25g.html
Cradle: Empowering Foundation Agents towards General Computer Control                                                                                            , "Weihao Tan, Wentao Zhang, Xinrun Xu, Haochong Xia, Ziluo Ding, Boyu Li, Bohan Zhou, Junpeng Yue, Jiechuan Jiang, Yewen Li, Ruyi An, Molei Qin, Chuqiao Zong, Longtao Zheng, Yujie Wu, Xiaoqiang Chai, Yifei Bi, Tianbao Xie, Pengjie Gu, Xiyun Li, Ceyao Zhang, Long Tian, Chaojie Wang, Xinrun Wang, Börje F. Karlsson, Bo An, Shuicheng Yan, Zongqing Lu"                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/tan25h.html
Vision-Language Model Selection and Reuse for Downstream Adaptation                                                                                              , "Hao-Zhe Tan, Zhi Zhou, Yu-Feng Li, Lan-Zhe Guo"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/tan25i.html
Reflection-Window Decoding: Text Generation with Selective Refinement                                                                                            , "Zeyu Tang, Zhenhao Chen, Xiangchen Song, Loka Li, Yunlong Deng, Yifan Shen, Guangyi Chen, Peter Spirtes, Kun Zhang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/tang25a.html
Learning Single Index Models with Diffusion Priors                                                                                                               , "Anqi Tang, Youming Chen, Shuchen Xue, Zhaoqiang Liu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://proceedings.mlr.press/v267/tang25b.html
Learning Monotonic Probabilities with a Generative Cost Model                                                                                                    , "Yongxiang Tang, Yanhua Cheng, Xiaocheng Liu, Chenchen Jiao, Yanxiang Zeng, Ning Luo, Pengjia Yuan, Xialong Liu, Peng Jiang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/tang25c.html
Investigating the Overlooked Hessian Structure: From CNNs to LLMs                                                                                                , "Qian-Yuan Tang, Yufei Gu, Yunfeng Cai, Mingming Sun, Ping Li, Zhou Xun, Zeke Xie"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/tang25d.html
Concentration Distribution Learning from Label Distributions                                                                                                     , "Jiawei Tang, Yuheng Jia"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/tang25e.html
Robust Offline Reinforcement Learning with Linearly Structured $f$-Divergence Regularization                                                                     , "Cheng Tang, Zhishuai Liu, Pan Xu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://proceedings.mlr.press/v267/tang25f.html
Mitigating Plasticity Loss in Continual Reinforcement Learning by Reducing Churn                                                                                 , "Hongyao Tang, Johan Obando-Ceron, Pablo Samuel Castro, Aaron Courville, Glen Berseth"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/tang25g.html
Inference-Time Alignment of Diffusion Models with Direct Noise Optimization                                                                                      , "Zhiwei Tang, Jiangweizhi Peng, Jiasheng Tang, Mingyi Hong, Fan Wang, Tsung-Hui Chang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://proceedings.mlr.press/v267/tang25h.html
Efficient Heterogeneity-Aware Federated Active Data Selection                                                                                                    , "Ying-Peng Tang, Chao Ren, Xiaoli Tang, Sheng-Jun Huang, Lizhen Cui, Han Yu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/tang25i.html
LOGO — Long cOntext aliGnment via efficient preference Optimization                                                                                              , "Zecheng Tang, Zechen Sun, Juntao Li, Qiaoming Zhu, Min Zhang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/tang25j.html
Controllable Data Generation with Hierarchical Neural Representations                                                                                            , "Sheyang Tang, Xiaoyu Xu, Jiayan Qiu, Zhou Wang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/tang25k.html
Sorbet: A Neuromorphic Hardware-Compatible Transformer-Based Spiking Language Model                                                                              , "Kaiwen Tang, Zhanglu Yan, Weng-Fai Wong"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/tang25l.html
Multi-Session Budget Optimization for Forward Auction-based Federated Learning                                                                                   , "Xiaoli Tang, Han Yu, Zengxiang Li, Xiaoxiao Li"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://proceedings.mlr.press/v267/tang25m.html
PepTune: De Novo Generation of Therapeutic Peptides with Multi-Objective-Guided Discrete Diffusion                                                               , "Sophia Tang, Yinuo Zhang, Pranam Chatterjee"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/tang25n.html
Optimizing Language Models for Inference Time Objectives using Reinforcement Learning                                                                            , "Yunhao Tang, Kunhao Zheng, Gabriel Synnaeve, Remi Munos"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/tang25o.html
S2-Track: A Simple yet Strong Approach for End-to-End 3D Multi-Object Tracking                                                                                   , "Tao Tang, Lijun Zhou, Pengkun Hao, Zihang He, Kalok Ho, Shuo Gu, Zhihui Hao, Haiyang Sun, Kun Zhan, Peng Jia, Xianpeng Lang, Xiaodan Liang"                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/tang25p.html
(How) Can Transformers Predict Pseudo-Random Numbers?                                                                                                            , "Tao Tao, Darshil Doshi, Dayal Singh Kalra, Tianyu He, Maissam Barkeshli"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://proceedings.mlr.press/v267/tao25a.html
Unisoma: A Unified Transformer-based Solver for Multi-Solid Systems                                                                                              , "Shilong Tao, Zhe Feng, Haonan Sun, Zhanxing Zhu, Yunhuai Liu"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/tao25b.html
Explainable Concept Generation through Vision-Language Preference Learning for Understanding Neural Networks’ Internal Representations                           , "Aditya Taparia, Som Sagar, Ransalu Senanayake"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://proceedings.mlr.press/v267/taparia25a.html
Deep Bayesian Filter for Bayes-Faithful Data Assimilation                                                                                                        , "Yuta Tarumi, Keisuke Fukuda, Shin-Ichi Maeda"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/tarumi25a.html
Aequa: Fair Model Rewards in Collaborative Learning via Slimmable Networks                                                                                       , "Nurbek Tastan, Samuel Horváth, Karthik Nandakumar"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://proceedings.mlr.press/v267/tastan25a.html
A Physics-Informed Machine Learning Framework for Safe and Optimal Control of Autonomous Systems                                                                 , "Manan Tayal, Aditya Singh, Shishir Kolathaya, Somil Bansal"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://proceedings.mlr.press/v267/tayal25a.html
Geometric Contact Flows: Contactomorphisms for Dynamics and Control                                                                                              , "Andrea Testa, Søren Hauberg, Tamim Asfour, Leonel Rozo"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://proceedings.mlr.press/v267/testa25a.html
Harnessing Heterogeneous Statistical Strength for Personalized Federated Learning via Hierarchical Bayesian Inference                                            , "Mahendra Singh Thapa, Rui Li"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://proceedings.mlr.press/v267/thapa25a.html
Universal Sparse Autoencoders: Interpretable Cross-Model Concept Alignment                                                                                       , "Harrish Thasarathan, Julian Forsyth, Thomas Fel, Matthew Kowal, Konstantinos G. Derpanis"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , https://proceedings.mlr.press/v267/thasarathan25a.html
WikiBigEdit: Understanding the Limits of Lifelong Knowledge Editing in LLMs                                                                                      , "Lukas Thede, Karsten Roth, Matthias Bethge, Zeynep Akata, Thomas Hartvigsen"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://proceedings.mlr.press/v267/thede25a.html
Comparing Few to Rank Many: Active Human Preference Learning Using Randomized Frank-Wolfe Method                                                                 , "Kiran Koshy Thekumparampil, Gaurush Hiranandani, Kousha Kalantari, Shoham Sabach, Branislav Kveton"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , https://proceedings.mlr.press/v267/thekumparampil25a.html
