doc_id,paper_title,authors,categories,published,arxiv_url,abstract
2401.15478v2,Product Manifold Representations for Learning on Biological Pathways,Daniel McNeela; Frederic Sala; Anthony Gitter,q-bio.QM; cs.LG; q-bio.MN,2024-01-27 18:46:19,https://arxiv.org/abs/2401.15478v2,"Machine learning models that embed graphs in non-Euclidean spaces have shown
substantial benefits in a variety of contexts, but their application has not
been studied extensively in the biological domain, particularly with respect to
biological pathway graphs. Such graphs exhibit a variety of comple"
2406.07366v2,"Fast and accurate evaluation of Biot-Savart integrals over spatial
  curves in periodic domains",Juan Ignacio Polanco,physics.comp-ph; physics.flu-dyn,2024-06-11 15:32:39,https://arxiv.org/abs/2406.07366v2,"The Biot-Savart law is relevant in physical contexts including
electromagnetism and fluid dynamics. In the latter case, when the rotation of a
fluid is confined to a set of very thin vortex filaments, this law describes
the velocity field induced by the spatial arrangement of these objects. The
Biot"
2412.13042v2,"Detecting the topological winding of superconducting nodes via Local
  Density of States",Lena Engström; Pascal Simon; Andrej Mesaros,cond-mat.supr-con,2024-12-17 16:06:03,https://arxiv.org/abs/2412.13042v2,"Many systems are topologically trivial in the bulk, but still have
non-trivial wavefunctions locally in the Brillouin zone. For example, in a
small-gap Dirac material the Berry curvature is strongly peaked, but cancels
over the full Brillouin zone, while in semimetals and in nodal superconductors
th"
2409.08951v2,"On the Viability of Open-Source Financial Rails: Economic Security of
  Permissionless Consensus",Jacob D. Leshno; Elaine Shi; Rafael Pass,cs.GT; econ.TH,2024-09-13 16:12:19,https://arxiv.org/abs/2409.08951v2,"Bitcoin demonstrated the possibility of a financial ledger that operates
without the need for a trusted central authority. However, concerns persist
regarding its security and considerable energy consumption. We assess the
consensus protocols that underpin Bitcoin's functionality, questioning whethe"
2403.08753v2,Invalid proxies and volatility changes,Giovanni Angelini; Luca Fanelli; Luca Neri,econ.EM,2024-03-13 17:51:47,https://arxiv.org/abs/2403.08753v2,"When in proxy-SVARs the covariance matrix of VAR disturbances is subject to
exogenous, permanent breaks that cause IRFs to change across volatility
regimes, even strong, exogenous external instruments yield inconsistent
estimates of the dynamic causal effects. However, if these volatility shifts
are"
2407.02507v2,On foundations for deductive mathematics,Frank Quinn,math.LO,2024-06-18 01:44:00,https://arxiv.org/abs/2407.02507v2,"This article was motivated by the discovery of a potential new foundation for
mainstream mathematics. The goals are to clarify the relationships between
primitives, foundations, and deductive practice; to understand how to determine
what is, or isn't, a foundation; and get clues as to how a foundati"
2410.11095v2,"Unveiling two deeply embedded young protostars in the S68N Class 0
  protostellar core with JWST/NIRSpec",Valentin J. M. Le Gouellec; Ben W. P. Lew; Thomas P. Greene; Doug Johnstone; Antoine Gusdorf; Logan Francis; Curtis DeWitt; Michael Meyer; Łukasz Tychoniec; Ewine F. van Dishoeck; Mary Barsony; Klaus W. Hodapp; Massimo Robberto,astro-ph.SR; astro-ph.GA,2024-10-14 21:16:10,https://arxiv.org/abs/2410.11095v2,"The near-infrared (NIR) emission of the youngest protostars still needs to be
characterized to better understand the evolution of their accretion and
ejection activity. We analyze James Webb Space Telescope NIRSpec 1.7 -- 5.3
$\mu$m observations of two deeply embedded sources in the S68N protostella"
2402.02272v2,"One-inflated zero-truncated Poisson and negative binomial regression
  models",Ryan T. Godwin,econ.EM,2024-02-03 21:51:09,https://arxiv.org/abs/2402.02272v2,"The workhorse model for zero-truncated count data (y = 1, 2, ...) is the
zero-truncated negative binomial (ZTNB) model. We find it should seldom be
used. Instead, we recommend the one-inflated zero-truncated negative binomial
(OIZTNB) model developed here. Zero-truncated count data often contain an
"
2401.14085v2,"Enhanced Multi-Target Tracking in Dynamic Environments: Distributed
  Flooding Control in the Random Finite Set Framework",Aidan Blair; Amirali Khodadadian Gostar; Alireza Bab-Hadiashar; Xiaodong Li; Reza Hoseinnezhad,cs.SY; eess.SP,2024-01-25 11:03:53,https://arxiv.org/abs/2401.14085v2,"Tracking multiple targets in dynamic environments using distributed sensor
networks is a challenging problem for situational awareness in connected
autonomous vehicles (CAVs). In such scenarios, the network of mobile sensors
must coordinate their actions to accurately estimate the locations and
traj"
2412.13892v2,Minimum Data Rate Maximization for Uplink Pinching-Antenna Systems,Sotiris A. Tegos; Panagiotis D. Diamantoulakis; Zhiguo Ding; George K. Karagiannidis,cs.IT; eess.SP; math.IT,2024-12-18 14:33:55,https://arxiv.org/abs/2412.13892v2,"This paper addresses, for the first time, the uplink performance optimization
of multi-user pinching-antenna (PA) systems, recently developed for
next-generation wireless networks. By leveraging the unique capabilities of PAs
to dynamically configure wireless channels, we focus on maximizing the min"
2409.04439v3,"Ab initio quantum dynamics as a scalable solution to the exoplanet
  opacity challenge: A case study of CO$_2$ in hydrogen atmosphere",Laurent Wiesenfeld; Prajwal Niraula; Julien de Wit; Nejmeddine Jaïdane; Iouli E. Gordon; Robert J. Hargreaves,astro-ph.EP; astro-ph.IM; physics.atom-ph,2024-09-06 17:58:16,https://arxiv.org/abs/2409.04439v3,"Light-matter interactions lie at the heart of our exploration of exoplanetary
atmospheres. Interpreting data obtained by remote sensing is enabled by
meticulous, time- and resource-consuming work aiming at deepening our
understanding of such interactions (i.e., opacity models). Recently, Niraula et
"
2411.15293v2,"The Mean-Field Survival Model for Stripe Formation in Zebrafish Exhibits
  Turing Instability",Robert Jencks,q-bio.TO; math.DS; q-bio.PE,2024-11-22 18:18:02,https://arxiv.org/abs/2411.15293v2,"Zebrafish have been used as a model organism in many areas of biology,
including the study of pattern formation. The mean-field survival model is a
coupled ODE system describing the expected evolution of chromatophores
coordinating to form stripes in zebrafish. This paper presents analysis of the
mo"
2411.06875v3,NGO Activism: Exposure vs. Influence,Michele Fioretti; Victor Saint-Jean; Simon C. Smith,econ.GN; q-fin.EC,2024-11-11 11:14:27,https://arxiv.org/abs/2411.06875v3,"We analyze the timing of NGO campaigns to shed light on NGOs' strategies and
how they evolve over time. Data from 2,500 campaigns show that NGOs are six
times more likely to launch campaigns on their target's Annual General Meeting
(AGM) date. Although this strategy increases media exposure and stak"
2402.09721v6,Generalized Principal-Agent Problem with a Learning Agent,Tao Lin; Yiling Chen,cs.GT; cs.AI; cs.LG; econ.TH,2024-02-15 05:30:47,https://arxiv.org/abs/2402.09721v6,"Classic principal-agent problems such as Stackelberg games, contract design,
and Bayesian persuasion, often assume that the agent is able to best respond to
the principal's committed strategy. We study repeated generalized
principal-agent problems under the assumption that the principal does not hav"
2409.14494v3,"CPT-Boosted Wav2vec2.0: Towards Noise Robust Speech Recognition for
  Classroom Environments",Ahmed Adel Attia; Dorottya Demszky; Tolulope Ogunremi; Jing Liu; Carol Espy-Wilson,cs.CL; cs.LG; cs.SD; eess.AS,2024-09-13 19:14:18,https://arxiv.org/abs/2409.14494v3,"Creating Automatic Speech Recognition (ASR) systems that are robust and
resilient to classroom conditions is paramount to the development of AI tools
to aid teachers and students. In this work, we study the efficacy of continued
pretraining (CPT) in adapting Wav2vec2.0 to the classroom domain. We sh"
2408.06274v3,"Robust 3D Multi-Source Localization with a Movable Antenna Array via
  Sparse Signal Processing",Amir Mansourian; Alireza Fadakar; Saeed Akhavan; Behrouz Maham,eess.SP,2024-08-12 16:36:12,https://arxiv.org/abs/2408.06274v3,"Accurately localizing multiple sources is a critical task with various
applications in wireless communications, such as emergency services, including
natural post-disaster search and rescue operations. However, scenarios where
the receiver is moving have not been sufficiently addressed in recent stu"
2409.14616v2,"Learning to Refine Input Constrained Control Barrier Functions via
  Uncertainty-Aware Online Parameter Adaptation",Taekyung Kim; Robin Inho Kee; Dimitra Panagou,cs.RO; cs.SY,2024-09-22 22:50:06,https://arxiv.org/abs/2409.14616v2,"Control Barrier Functions (CBFs) have become powerful tools for ensuring
safety in nonlinear systems. However, finding valid CBFs that guarantee
persistent safety and feasibility remains an open challenge, especially in
systems with input constraints. Traditional approaches often rely on manually
tu"
2409.12776v2,"Algorithmic and High-Frequency Trading Problems for Semi-Markov and
  Hawkes Jump-Diffusion Models",Luca Lalor; Anatoliy Swishchuk,q-fin.MF,2024-09-19 13:44:24,https://arxiv.org/abs/2409.12776v2,"This paper introduces a jump-diffusion pricing model specifically designed
for algorithmic trading and high-frequency trading (HFT). The model
incorporates independent jump and diffusion processes, providing a more precise
representation of the limit order book (LOB) dynamics within a scaling-limit
"
2406.17374v2,Generalizability of experimental studies,Federico Matteucci; Vadim Arzamasov; Jose Cribeiro-Ramallo; Marco Heyden; Konstantin Ntounas; Klemens Böhm,cs.LG; math.ST; stat.TH,2024-06-25 08:49:07,https://arxiv.org/abs/2406.17374v2,"Experimental studies are a cornerstone of machine learning (ML) research. A
common, but often implicit, assumption is that the results of a study will
generalize beyond the study itself, e.g. to new data. That is, there is a high
probability that repeating the study under different conditions will y"
2410.10516v3,"UniGEM: A Unified Approach to Generation and Property Prediction for
  Molecules",Shikun Feng; Yuyan Ni; Yan Lu; Zhi-Ming Ma; Wei-Ying Ma; Yanyan Lan,cs.LG; cs.AI; q-bio.BM,2024-10-14 13:58:13,https://arxiv.org/abs/2410.10516v3,"Molecular generation and molecular property prediction are both crucial for
drug discovery, but they are often developed independently. Inspired by recent
studies, which demonstrate that diffusion model, a prominent generative
approach, can learn meaningful data representations that enhance predicti"
2412.11692v4,"A partial likelihood approach to tree-based density modeling and its
  application in Bayesian inference",Li Ma; Benedetta Bruni,stat.ME; math.ST; stat.CO; stat.ML; stat.TH,2024-12-16 12:10:23,https://arxiv.org/abs/2412.11692v4,"Tree-based priors for probability distributions are usually specified using a
predetermined, data-independent collection of candidate recursive partitions of
the sample space. To characterize an unknown target density in detail over the
entire sample space, candidate partitions must have the capacit"
2410.23841v2,"Beyond Content Relevance: Evaluating Instruction Following in Retrieval
  Models",Jianqun Zhou; Yuanlei Zheng; Wei Chen; Qianqian Zheng; Hui Su; Wei Zhang; Rui Meng; Xiaoyu Shen,cs.IR,2024-10-31 11:47:21,https://arxiv.org/abs/2410.23841v2,"Instruction-following capabilities in LLMs have progressed significantly,
enabling more complex user interactions through detailed prompts. However,
retrieval systems have not matched these advances, most of them still relies on
traditional lexical and semantic matching techniques that fail to fully"
2411.08932v2,PyGen: A Collaborative Human-AI Approach to Python Package Creation,Saikat Barua; Mostafizur Rahman; Md Jafor Sadek; Rafiul Islam; Shehnaz Khaled; Md. Shohrab Hossain,cs.SE; cs.AI,2024-11-13 03:16:18,https://arxiv.org/abs/2411.08932v2,"The principles of automation and innovation serve as foundational elements
for advancement in contemporary science and technology. Here, we introduce
Pygen, an automation platform designed to empower researchers, technologists,
and hobbyists to bring abstract ideas to life as core, usable software t"
2406.02319v2,Pricing and calibration in the 4-factor path-dependent volatility model,Guido Gazzani; Julien Guyon,q-fin.CP; q-fin.MF; q-fin.PR,2024-06-04 13:51:11,https://arxiv.org/abs/2406.02319v2,"We consider the path-dependent volatility (PDV) model of Guyon and Lekeufack
(2023), where the instantaneous volatility is a linear combination of a
weighted sum of past returns and the square root of a weighted sum of past
squared returns. We discuss the influence of an additional parameter that
un"
2407.02591v1,Enabling Student Innovation through Virtual Reality Development,Sherri Harms,cs.GL; cs.CV; cs.ET; cs.HC,2024-07-02 18:28:04,https://arxiv.org/abs/2407.02591v1,"It is clear, from the major press coverage that Virtual Reality (VR)
development is garnering, that there is a huge amount of development interest
in VR across multiple industries, including video streaming, gaming and
simulated learning. Even though PC, web, and mobile are still the top platforms
f"
2410.22824v2,Surface data imputation with stochastic processes,Arsalan Jawaid; Samuel Schmidt; Marvin Lotz; Jörg Seewig,stat.ME; cond-mat.mtrl-sci; eess.SP,2024-10-30 09:02:56,https://arxiv.org/abs/2410.22824v2,"Spurious measurements frequently occur in surface data from technical
components. Excluding or ignoring these spurious points may lead to incorrect
surface characterization if these points inherit features of the surface.
Therefore, data imputation must be applied to ensure that the estimated data
p"
2402.03637v2,Towards the quantum exceptional series,Kim Morrison; Noah Snyder; Dylan P. Thurston,math.QA; math.CT; math.GT; math.RT,2024-02-06 02:29:48,https://arxiv.org/abs/2402.03637v2,"We find a single two-parameter skein relation on trivalent graphs, the
quantum exceptional relation, that specializes to a skein relation associated
to each exceptional Lie algebra (in the adjoint representation). If a slight
strengthening of Deligne's conjecture on the existence of a (classical)
ex"
2412.21038v2,Sparse PCA: Phase Transitions in the Critical Regime,Michael J. Feldman; Theodor Misiakiewicz; Elad Romanov,math.ST; stat.TH,2024-12-30 16:03:09,https://arxiv.org/abs/2412.21038v2,"This work studies estimation of sparse principal components in high
dimensions. Specifically, we consider a class of estimators based on kernel
PCA, generalizing the covariance thresholding algorithm proposed by Krauthgamer
et al. (2015). Focusing on Johnstone's spiked covariance model, we investiga"
2408.05109v4,"A Survey of NL2SQL with Large Language Models: Where are we, and where
  are we going?",Xinyu Liu; Shuyu Shen; Boyan Li; Peixian Ma; Runzhi Jiang; Yuxin Zhang; Ju Fan; Guoliang Li; Nan Tang; Yuyu Luo,cs.DB; cs.AI,2024-08-09 14:59:36,https://arxiv.org/abs/2408.05109v4,"Translating users' natural language queries (NL) into SQL queries (i.e.,
NL2SQL, a.k.a., Text-to-SQL) can significantly reduce barriers to accessing
relational databases and support various commercial applications. The
performance of NL2SQL has been greatly enhanced with the emergence of Large
Langu"
2410.05184v2,Quantum nature of gravity in a Bose-Einstein condensate,Soham Sen; Sunandan Gangopadhyay,hep-th; gr-qc; hep-ph,2024-10-07 16:43:10,https://arxiv.org/abs/2410.05184v2,"The effect of noise induced by gravitons on a Bose-Einstein condensate has
been explored in (Phys. Rev. D 110 (2024) 026014;
https://link.aps.org/doi/10.1103/PhysRevD.110.026014). In the previous paper,
we investigated the effects of graviton while detecting a gravitational wave
using a Bose-Einstei"
2402.07527v3,"Operating conditions and thermodynamic bounds of dual radiative heat
  engines",Julien Legendre; Pierre-Olivier Chapuis,physics.app-ph; physics.class-ph,2024-02-12 09:52:04,https://arxiv.org/abs/2402.07527v3,"We propose a unified description of dual radiative heat engines (RHEs),
consisting of two facing optoelectronic components (diodes) and capable of
generating electrical power from heat. They can operate in three regimes
depending on the applied biases, namely in thermoradiative-negative
electrolumin"
2408.03820v2,"Computational modelling of bone growth and mineralization surrounding
  biodegradable Mg-based and permanent Ti implants",Nik Pohl; Domenik Priebe; Tamadur AlBaraghtheh; Sven Schimek; D. C. Florian Wieland; Diana Krüger; Sascha Trostorff; Regine Willumeit-Römer; Ralf Köhl; Berit Zeller-Plumhoff,q-bio.QM; q-bio.TO,2024-08-07 14:55:11,https://arxiv.org/abs/2408.03820v2,"In silico testing of implant materials is a research area of high interest,
as cost- and labour-intensive experiments may be omitted. However, assessing
the tissue-material interaction mathematically and computationally can be very
complex, in particular when functional, such as biodegradable, impla"
2409.04843v2,Leveraging Sound Source Trajectories for Universal Sound Separation,Donghang Wu; Xihong Wu; Tianshu Qu,eess.AS; cs.SD,2024-09-07 14:48:11,https://arxiv.org/abs/2409.04843v2,"Existing methods utilizing spatial information for sound source separation
require prior knowledge of the direction of arrival (DOA) of the source or
utilize estimated but imprecise localization results, which impairs the
separation performance, especially when the sound sources are moving. In fact,"
2404.11221v4,"Virtual Lung Screening Trial (VLST): An In Silico Study Inspired by the
  National Lung Screening Trial for Lung Cancer Detection",Fakrul Islam Tushar; Liesbeth Vancoillie; Cindy McCabe; Amareswararao Kavuri; Lavsen Dahal; Brian Harrawood; Milo Fryling; Mojtaba Zarei; Saman Sotoudeh-Paima; Fong Chi Ho; Dhrubajyoti Ghosh; Michael R. Harowicz; Tina D. Tailor; Sheng Luo; W. Paul Segars; Ehsan Abadi; Kyle J. Lafata; Joseph Y. Lo; Ehsan Samei,eess.IV; q-bio.QM,2024-04-17 10:10:09,https://arxiv.org/abs/2404.11221v4,"Clinical imaging trials play a crucial role in advancing medical innovation
but are often costly, inefficient, and ethically constrained. Virtual Imaging
Trials (VITs) present a solution by simulating clinical trial components in a
controlled, risk-free environment. The Virtual Lung Screening Trial "
2411.03988v2,"FAST drift scan survey for HI intensity mapping: simulation on hunting
  HI filament with pairwise stacking",Diyang Liu; Yichao Li; Denis Tramonte; Furen Deng; Jiaxin Wang; Yougang Wang; Xin Zhang; Xuelei Chen,astro-ph.CO; astro-ph.GA,2024-11-06 15:29:15,https://arxiv.org/abs/2411.03988v2,"Filaments stand as pivotal structures within the cosmic web. However, direct
detection of the cold gas content of the filaments remains challenging due to
its inherent low brightness temperature. With the TNG hydrodynamical
simulations, we demonstrate the effectiveness of isolating faint filament HI"
2410.11074v3,"Phenomenology of the semileptonic $Σ_{b}^{*0}\,\rightarrow\,
  Σ_{c}^{+}\,\ell\,\barν_{\ell}$ transition within QCD sum rules",L. Khajouei; K. Azizi,hep-ph; hep-ex; hep-lat,2024-10-14 20:34:26,https://arxiv.org/abs/2410.11074v3,"We conduct an investigation on the spin $\frac{3}{2}\rightarrow \frac{1}{2}$
semileptonic weak transition of single heavy baryons for the exclusive decay
$\Sigma_{b}^{*0}\,\rightarrow\, \Sigma_{c}^{+}\,\ell\,\bar{\nu}_{\ell}$ in
three possible lepton channels within the three point QCD sum rule meth"
2408.16245v3,"Large-Scale Multi-omic Biosequence Transformers for Modeling
  Protein-Nucleic Acid Interactions",Sully F. Chen; Robert J. Steele; Glen M. Hocky; Beakal Lemeneh; Shivanand P. Lad; Eric K. Oermann,cs.LG; q-bio.BM,2024-08-29 03:56:40,https://arxiv.org/abs/2408.16245v3,"The transformer architecture has revolutionized bioinformatics and driven
progress in the understanding and prediction of the properties of biomolecules.
Almost all research on large-scale biosequence transformers has focused on one
domain at a time (single-omic), usually DNA/RNA or proteins. These "
2404.18501v3,"Audio-Visual Target Speaker Extraction with Reverse Selective Auditory
  Attention",Ruijie Tao; Xinyuan Qian; Yidi Jiang; Junjie Li; Jiadong Wang; Haizhou Li,eess.AS; cs.SD,2024-04-29 08:43:57,https://arxiv.org/abs/2404.18501v3,"Audio-visual target speaker extraction (AV-TSE) aims to extract the specific
person's speech from the audio mixture given auxiliary visual cues. Previous
methods usually search for the target voice through speech-lip synchronization.
However, this strategy mainly focuses on the existence of target s"
2411.03418v4,"MARFA: an Effective Line-by-line Tool For Calculating Molecular
  Absorption in Planetary Atmospheres",Mikhail Razumovskiy; Boris Fomin; Denis Astanin,astro-ph.EP; astro-ph.IM; physics.ao-ph,2024-11-05 18:58:27,https://arxiv.org/abs/2411.03418v4,"We present MARFA (Molecular atmospheric Absorption with Rapid and Flexible
Analysis) -- an open-source line-by-line tool for calculating absorption
coefficients and cross-sections in planetary atmospheres, particularly under
conditions of uncertain spectroscopic data and missing continuum functions."
2408.14507v2,"Prompt-Matcher: Leveraging Large Models to Reduce Uncertainty in Schema
  Matching Results",Longyu Feng; Huahang Li; Chen Jason Zhang,cs.DB; cs.AI,2024-08-24 16:54:08,https://arxiv.org/abs/2408.14507v2,"Schema matching is the process of identifying correspondences between the
elements of two given schemata, essential for database management systems, data
integration, and data warehousing. For datasets across different scenarios, the
optimal schema matching algorithm is different. For single algorit"
2409.06994v3,Graph sub-sampling for divide-and-conquer algorithms in large networks,Eric Yanchenko,cs.SI; stat.CO,2024-09-11 03:58:58,https://arxiv.org/abs/2409.06994v3,"As networks continue to increase in size, current methods must be capable of
handling large numbers of nodes and edges in order to be practically relevant.
Instead of working directly with the entire (large) network, analyzing
sub-networks has become a popular approach. Due to a network's inherent
i"
2410.20606v3,"CDsampling: An R Package for Constrained D-Optimal Sampling in Paid
  Research Studies",Yifei Huang; Liping Tong; Jie Yang,stat.CO; stat.AP,2024-10-27 21:32:28,https://arxiv.org/abs/2410.20606v3,"In the context of paid research studies and clinical trials, budget
considerations often require patient sampling from available populations which
comes with inherent constraints. We introduce the R package CDsampling, which
is the first to our knowledge to integrate optimal design theories within t"
2409.10938v2,"Beyond Rationality: Unveiling the Role of Animal Spirits and Inflation
  Extrapolation in Central Bank Communication of the US",Arpan Chakraborty,econ.TH,2024-09-17 07:16:58,https://arxiv.org/abs/2409.10938v2,"Modern macroeconomic models, particularly those grounded in Rational
Expectation Dynamic Stochastic General Equilibrium (DSGE), operate under the
assumption of fully rational decision-making. This paper examines the impact of
behavioral factors on the communication index/sentiment index of the US Fe"
2412.16915v2,"FADA: Fast Diffusion Avatar Synthesis with Mixed-Supervised Multi-CFG
  Distillation",Tianyun Zhong; Chao Liang; Jianwen Jiang; Gaojie Lin; Jiaqi Yang; Zhou Zhao,cs.CV; cs.AI; cs.GR; cs.SD; eess.AS,2024-12-22 08:19:22,https://arxiv.org/abs/2412.16915v2,"Diffusion-based audio-driven talking avatar methods have recently gained
attention for their high-fidelity, vivid, and expressive results. However,
their slow inference speed limits practical applications. Despite the
development of various distillation techniques for diffusion models, we found
that"
2405.20415v3,Differentially Private Boxplots,Kelly Ramsay; Jairo Diaz-Rodriguez,stat.ME; stat.AP; stat.OT,2024-05-30 18:42:07,https://arxiv.org/abs/2405.20415v3,"Despite the potential of differentially private data visualization to
harmonize data analysis and privacy, research in this area remains
underdeveloped. Boxplots are a widely popular visualization used for
summarizing a dataset and for comparison of multiple datasets. Consequentially,
we introduce a"
2410.11399v2,Convergence to the Truth,Hanti Lin,stat.OT; cs.AI; cs.LG,2024-10-15 08:44:14,https://arxiv.org/abs/2410.11399v2,"This article reviews and develops an epistemological tradition in the
philosophy of science, known as convergentism, which holds that inference
methods should be assessed based on their ability to converge to the truth
across a range of possible scenarios. Emphasis is placed on its historical
origin"
2410.23209v2,"Chapman-Enskog theory and crossover between diffusion and superdiffusion
  for nearly integrable quantum gases",Maciej Łebek; Miłosz Panfil,cond-mat.stat-mech; cond-mat.quant-gas; nlin.SI,2024-10-30 16:59:52,https://arxiv.org/abs/2410.23209v2,"Integrable systems feature an infinite number of conserved charges and on
hydrodynamic scales are described by generalised hydrodynamics (GHD). This
description breaks down when the integrability is weakly broken and
sufficiently large space-time-scales are probed. The emergent hydrodynamics
depends"
2408.10561v3,ICSD: An Open-source Dataset for Infant Cry and Snoring Detection,Qingyu Liu; Longfei Song; Dongxing Xu; Yanhua Long,cs.SD; eess.AS,2024-08-20 06:01:50,https://arxiv.org/abs/2408.10561v3,"The detection and analysis of infant cry and snoring events are crucial tasks
within the field of audio signal processing. While existing datasets for
general sound event detection are plentiful, they often fall short in providing
sufficient, strongly labeled data specific to infant cries and snorin"
2404.14041v2,Natural Capital as a Stock Option,O. Bertolami,econ.GN; q-fin.EC,2024-04-22 09:54:06,https://arxiv.org/abs/2404.14041v2,"The unfolding climate crisis is a physical manifestation of the damage that
market economy, driven by the high intensity consumption of fossil fuels, has
inflicted on the Earth System and on the stability conditions that were
established by a complex conjugation of natural factors during the Holoece"
2410.09697v2,"Provable Convergence and Limitations of Geometric Tempering for Langevin
  Dynamics",Omar Chehab; Anna Korba; Austin Stromme; Adrien Vacher,stat.ML; cs.LG; stat.CO,2024-10-13 02:24:31,https://arxiv.org/abs/2410.09697v2,"Geometric tempering is a popular approach to sampling from challenging
multi-modal probability distributions by instead sampling from a sequence of
distributions which interpolate, using the geometric mean, between an easier
proposal distribution and the target distribution. In this paper, we
theore"
2408.00934v2,"Chaos destroys the excited state quantum phase transition of the Kerr
  parametric oscillator",Ignacio García-Mata; Miguel A. Prado Reynoso; Rodrigo G. Cortiñas; Jorge Chávez-Carlos; Victor S. Batista; Lea F. Santos; Diego A. Wisniacki,quant-ph; nlin.CD,2024-08-01 21:56:00,https://arxiv.org/abs/2408.00934v2,"The driven Kerr parametric oscillator, of interest to fundamental physics and
quantum technologies, exhibits an excited state quantum phase transition
(ESQPT) originating in an unstable classical periodic orbit. The main signature
of this type of ESQPT is a singularity in the level density in the vi"
2412.16352v2,"Counting Defiers in Health Care: A Design-Based Model of an Experiment
  Can Reveal Evidence Against Monotonicity",Neil Christy; Amanda Ellen Kowalski,econ.EM,2024-12-20 21:27:02,https://arxiv.org/abs/2412.16352v2,"We show that a design-based model of an experiment with a binary intervention
and outcome can reveal empirical evidence against a ``monotonicity'' assumption
that the intervention affects all subjects in weakly the same direction. A
canonical sampling-based model cannot, but we show that other sampl"
2409.01111v2,"A Novel Massive Random Access in Cell-Free Massive MIMO Systems for
  High-Speed Mobility with OTFS Modulation",Yanfeng Hu; Dongming Wang; Xinjiang Xia; Jiamin Li; Pengcheng Zhu; Xiaohu You,eess.SP; cs.SY,2024-09-02 09:39:36,https://arxiv.org/abs/2409.01111v2,"In the research of next-generation wireless communication technologies,
orthogonal time frequency space (OTFS) modulation is emerging as a promising
technique for high-speed mobile environments due to its superior efficiency and
robustness in doubly selective channels. Additionally, the cell-free
ar"
2401.02564v2,"Predicting Future States with Spatial Point Processes in Single Molecule
  Resolution Spatial Transcriptomics",Biraaj Rout; Priyanshi Borad; Parisa Boodaghi Malidarreh; Mohammad Sadegh Nasr; Jillur Rahman Saurav; Kelli Fenelon; Jai Prakash Veerla; Jacob M. Luber; Theodora Koromila,q-bio.TO; cs.CV,2024-01-04 22:37:56,https://arxiv.org/abs/2401.02564v2,"In this paper, we introduce a pipeline based on XGboost to predict the future
distribution of cells that are expressed by the Sog-D gene (active cells) in
both the Anterior to posterior (AP) and the Dorsal to Ventral (DV) axis of the
Drosophila in embryogenesis process. This method provides insights"
2411.05803v4,"Liquidity Jump, Liquidity Diffusion, and Crypto Wash Trading",Qi Deng; Zhong-Guo Zhou,q-fin.RM; q-fin.CP; q-fin.TR,2024-10-28 11:58:38,https://arxiv.org/abs/2411.05803v4,"We develop a new framework to detect wash trading in crypto assets through
real-time liquidity fluctuation. We propose that short-term price jumps in
crypto assets results from wash trading-induced liquidity fluctuation, and
construct two complementary liquidity measures, liquidity jump (size of
flu"
2405.08177v5,"Parameter identifiability, parameter estimation and model prediction for
  differential equation models",Matthew J Simpson; Ruth E Baker,stat.ME,2024-05-13 20:56:05,https://arxiv.org/abs/2405.08177v5,"Interpreting data with mathematical models is an important aspect of
real-world industrial and applied mathematical modeling. Often we are
interested to understand the extent to which a particular set of data informs
and constrains model parameters. This question is closely related to the
concept of"
2404.14603v2,Quantifying the Internal Validity of Weighted Estimands,Alexandre Poirier; Tymon Słoczyński,econ.EM; stat.ME,2024-04-22 21:59:33,https://arxiv.org/abs/2404.14603v2,"In this paper we study a class of weighted estimands, which we define as
parameters that can be expressed as weighted averages of the underlying
heterogeneous treatment effects. The popular ordinary least squares (OLS),
two-stage least squares (2SLS), and two-way fixed effects (TWFE) estimands are
a"
2411.07483v2,"Quantifying Knowledge Distillation Using Partial Information
  Decomposition",Pasan Dissanayake; Faisal Hamman; Barproda Halder; Ilia Sucholutsky; Qiuyi Zhang; Sanghamitra Dutta,stat.ML; cs.CV; cs.IT; cs.LG; eess.IV; math.IT,2024-11-12 02:12:41,https://arxiv.org/abs/2411.07483v2,"Knowledge distillation deploys complex machine learning models in
resource-constrained environments by training a smaller student model to
emulate internal representations of a complex teacher model. However, the
teacher's representations can also encode nuisance or additional information
not releva"
2401.06326v4,"Optimal linear prediction with functional observations: Why you can use
  a simple post-dimension reduction estimator",Won-Ki Seo,math.ST; stat.TH,2024-01-12 02:34:32,https://arxiv.org/abs/2401.06326v4,"We study the optimal linear prediction of a random function that takes values
in an infinite dimensional Hilbert space. We begin by characterizing the mean
square prediction error (MSPE) associated with a linear predictor and
discussing the minimal achievable MSPE. This analysis reveals that, in gen"
2403.05412v2,"On classical solutions and canonical transformations for
  Hamilton--Jacobi--Bellman equations",Mohit Bansil; Alpár R. Mészáros,math.OC; math.AP,2024-03-08 16:11:03,https://arxiv.org/abs/2403.05412v2,"In this note we show how canonical transformations reveal hidden convexity
properties for deterministic optimal control problems, which in turn result in
global existence of $C^{1,1}_{loc}$ solutions to first order
Hamilton--Jacobi--Bellman equations."
