doc_id,paper_title,authors,categories,published,arxiv_url,abstract
2412.00886v2,"Thermal Macroeconomics: An axiomatic theory of aggregate economic
  phenomena",N. J. Chater; R. S. MacKay,econ.GN; physics.soc-ph; q-fin.EC,2024-12-01 16:52:19,https://arxiv.org/abs/2412.00886v2,"An axiomatic approach to macroeconomics based on the mathematical structure
of thermodynamics is presented. It deduces relations between aggregate
properties of an economy, concerning quantities and flows of goods and money,
prices and the value of money, without any recourse to microeconomic
founda"
2407.11613v2,"Bringing AI Participation Down to Scale: A Comment on Open AIs
  Democratic Inputs to AI Project",David Moats; Chandrima Ganguly,cs.AI,2024-07-16 11:22:34,https://arxiv.org/abs/2407.11613v2,"In 2023, Open AIs Democratic Inputs program funded 10 teams to design
procedures for public participation in generative AI. In this Perspective, we
review the results of the project, drawing on interviews with some of the teams
and our own experiences conducting participation exercises, we identify "
2410.17011v3,"Nonparametric Estimation of Matching Efficiency and Elasticity on a
  Private On-the-Job Search Platform: Evidence from Japan, 2014-2024",Suguru Otani,econ.GN; q-fin.EC,2024-10-22 13:32:38,https://arxiv.org/abs/2410.17011v3,"I use proprietary data from the online job scouting platform BizReach in
Japan, spanning from 2014 to 2024, to estimate the matching function for
high-skill employed workers on a private on-the-job search platform, employing
a novel nonparametric approach developed by Lange and Papageorgiou (2020). "
2405.08806v2,"Bounds on the Distribution of a Sum of Two Random Variables: Revisiting
  a problem of Kolmogorov with application to Individual Treatment Effects",Zhehao Zhang; Thomas S. Richardson,math.ST; econ.EM; math.PR; stat.TH,2024-05-14 17:53:08,https://arxiv.org/abs/2405.08806v2,"We revisit the following problem, proposed by Kolmogorov: given prescribed
marginal distributions $F$ and $G$ for random variables $X,Y$ respectively,
characterize the set of compatible distribution functions for the sum $Z=X+Y$.
Bounds on the distribution function for $Z$ were first given by Markar"
2410.23587v3,Moments by Integrating the Moment-Generating Function,Peter Reinhard Hansen; Chen Tong,econ.EM; q-fin.CP; stat.CO,2024-10-31 02:58:56,https://arxiv.org/abs/2410.23587v3,"We introduce a novel method for obtaining a wide variety of moments of a
random variable with a well-defined moment-generating function (MGF). We derive
new expressions for fractional moments and fractional absolute moments, both
central and non-central moments. The new moment expressions are relati"
2412.18449v2,Robust Equilibria in Generic Extensive form Games,Lucas Pahl; Carlos Pimienta,econ.TH; math.AT,2024-12-24 14:19:32,https://arxiv.org/abs/2412.18449v2,"We prove the 2-player, generic extensive-form case of the conjecture of
Govindan and Wilson (1997a,b) and Hauk and Hurkens (2002) stating that an
equilibrium component is essential in every equivalent game if and only if the
index of the component is nonzero. This provides an index-theoretic
charact"
2404.17509v2,Understanding the Cluster LP for Correlation Clustering,Nairen Cao; Vincent Cohen-Addad; Euiwoong Lee; Shi Li; Alantha Newman; Lukas Vogl,cs.DS,2024-04-26 16:23:53,https://arxiv.org/abs/2404.17509v2,"In the classic Correlation Clustering problem introduced by Bansal, Blum, and
Chawla~(FOCS 2002), the input is a complete graph where edges are labeled
either $+$ or $-$, and the goal is to find a partition of the vertices that
minimizes the sum of the +edges across parts plus the sum of the -edges "
2406.00912v2,"Definable convolution and idempotent Keisler measures III. Generic
  stability, generic transitivity, and revised Newelski's conjecture",Artem Chernikov; Kyle Gannon; Krzysztof Krupiński,math.LO; math.DS; math.GN; math.GR,2024-06-03 00:43:16,https://arxiv.org/abs/2406.00912v2,"We study idempotent measures and the structure of the convolution semigroups
of measures over definable groups. We isolate the property of generic
transitivity and demonstrate that it is sufficient (and necessary) to develop
stable group theory localizing on a generically stable type, including
inva"
2406.16586v3,"Stationarity and elimination of imaginaries in stable and simple
  theories",Charlotte Bartnick,math.LO,2024-06-24 12:21:47,https://arxiv.org/abs/2406.16586v3,"We show that types over real algebraically closed sets are stationary, both
for the theory of separably closed fields of infinite degree of imperfection
and for the theory of beautiful pairs of algebraically closed field. The proof
is given in a general setup without using specific features of theor"
2409.16681v2,"Emotional Dimension Control in Language Model-Based Text-to-Speech:
  Spanning a Broad Spectrum of Human Emotions",Kun Zhou; You Zhang; Shengkui Zhao; Hao Wang; Zexu Pan; Dianwen Ng; Chong Zhang; Chongjia Ni; Yukun Ma; Trung Hieu Nguyen; Jia Qi Yip; Bin Ma,eess.AS; cs.CL; cs.SD,2024-09-25 07:16:16,https://arxiv.org/abs/2409.16681v2,"Current emotional text-to-speech systems face challenges in conveying the
full spectrum of human emotions, largely due to the inherent complexity of
human emotions and the limited range of emotional labels in existing speech
datasets. To address these limitations, this paper introduces a TTS framewo"
2404.07128v3,"Learning of deep convolutional network image classifiers via stochastic
  gradient descent and over-parametrization",Michael Kohler; Adam Krzyzak; Alisha Sänger,math.ST; stat.TH,2024-04-10 16:07:29,https://arxiv.org/abs/2404.07128v3,"Image classification from independent and identically distributed random
variables is considered. Image classifiers are defined which are based on a
linear combination of deep convolutional networks with max-pooling layer. Here
all the weights are learned by stochastic gradient descent. A general re"
2410.05459v2,"From Sparse Dependence to Sparse Attention: Unveiling How
  Chain-of-Thought Enhances Transformer Sample Efficiency",Kaiyue Wen; Huaqing Zhang; Hongzhou Lin; Jingzhao Zhang,cs.LG; cs.CL; stat.ML,2024-10-07 19:45:09,https://arxiv.org/abs/2410.05459v2,"Chain-of-thought (CoT) significantly enhances the reasoning performance of
large language models (LLM). While current theoretical studies often attribute
this improvement to increased expressiveness and computational capacity, we
argue that expressiveness is not the primary limitation in the LLM reg"
2412.11336v3,"Hierarchical cell identities emerge from animal gene regulatory
  mechanisms",Anton Grishechkin; Abhirup Mukherjee; Omer Karin,q-bio.MN,2024-12-15 23:04:07,https://arxiv.org/abs/2412.11336v3,"The hierarchical organisation of cell identity is a fundamental feature of
animal development with rich and well-characterized experimental phenomenology,
yet the mechanisms driving its emergence remain unknown. The regulation of cell
identity genes relies on a distinct mechanism involving higher-or"
2407.11894v2,"Deep Learning without Global Optimization by Random Fourier Neural
  Networks",Owen Davis; Gianluca Geraci; Mohammad Motamed,cs.LG; cs.NA; math.NA; stat.ML,2024-07-16 16:23:40,https://arxiv.org/abs/2407.11894v2,"We introduce a new training algorithm for deep neural networks that utilize
random complex exponential activation functions. Our approach employs a Markov
Chain Monte Carlo sampling procedure to iteratively train network layers,
avoiding global and gradient-based optimization while maintaining error"
2501.00225v2,"Complexified tetrahedrons, fundamental groups, and volume conjecture for
  double twist knots",Jun Murakami,math.GT,2024-12-31 02:21:17,https://arxiv.org/abs/2501.00225v2,"In this paper, the volume conjecture for double twist knots are proved. The
main tool is the complexified tetrahedron and the associated $\mathrm{SL}(2,
\mathbb{C})$ representation of the fundamental group. A complexified
tetrahedron is a version of a truncated or a doubly truncated tetrahedron whos"
2411.16245v2,"Dataflow Optimized Reconfigurable Acceleration for FEM-based CFD
  Simulations",Anastassis Kapetanakis; Aggelos Ferikoglou; George Anagnostopoulos; Sotirios Xydis,physics.flu-dyn; cs.AR,2024-11-25 10:03:47,https://arxiv.org/abs/2411.16245v2,"Computational Fluid Dynamics (CFD) simulations are essential for analyzing
and optimizing fluid flows in a wide range of real-world applications. These
simulations involve approximating the solutions of the Navier-Stokes
differential equations using numerical methods, which are highly compute- and
m"
2406.05923v2,Contrastive Learning from Synthetic Audio Doppelgängers,Manuel Cherep; Nikhil Singh,cs.SD; cs.LG; eess.AS,2024-06-09 21:44:06,https://arxiv.org/abs/2406.05923v2,"Learning robust audio representations currently demands extensive datasets of
real-world sound recordings. By applying artificial transformations to these
recordings, models can learn to recognize similarities despite subtle
variations through techniques like contrastive learning. However, these
tra"
2406.04928v3,AGBD: A Global-scale Biomass Dataset,Ghjulia Sialelli; Torben Peters; Jan D. Wegner; Konrad Schindler,cs.CV; cs.LG; eess.IV,2024-06-07 13:34:17,https://arxiv.org/abs/2406.04928v3,"Accurate estimates of Above Ground Biomass (AGB) are essential in addressing
two of humanity's biggest challenges: climate change and biodiversity loss.
Existing datasets for AGB estimation from satellite imagery are limited. Either
they focus on specific, local regions at high resolution, or they o"
2409.16507v2,"Center-fixing of tropical cyclones using uncertainty-aware deep learning
  applied to high-temporal-resolution geostationary satellite imagery",Ryan Lagerquist; Galina Chirokova; Robert DeMaria; Mark DeMaria; Imme Ebert-Uphoff,physics.ao-ph; cs.AI,2024-09-24 23:39:56,https://arxiv.org/abs/2409.16507v2,"Determining the location of a tropical cyclone's (TC) surface circulation
center -- ""center-fixing"" -- is a critical first step in the TC-forecasting
process, affecting current and future estimates of track, intensity, and
structure. Despite a recent increase in automated center-fixing methods, only"
2401.03305v2,"Leveraging IS and TC: Optimal order execution subject to reference
  strategies",Xue Cheng; Peng Guo; Tai-ho Wang,q-fin.TR,2024-01-06 21:02:17,https://arxiv.org/abs/2401.03305v2,"The paper addresses the problem of meta order execution from a
broker-dealer's point of view in Almgren-Chriss model under execution risk. A
broker-dealer agency is authorized to execute an order of trading on some
client's behalf. The strategies that the agent is allowed to deploy is subject
to a b"
2406.08366v2,Highest Probability Density Conformal Regions,Max Sampson; Kung-Sik Chan,stat.ME; stat.CO,2024-06-12 16:14:44,https://arxiv.org/abs/2406.08366v2,"This paper proposes a new method for finding the highest predictive density
set or region, within the heteroscedastic regression framework. This framework
enjoys the property that any highest predictive density set is a translation of
some scalar multiple of a highest density set for the standardize"
2409.13333v2,"Reference Points, Risk-Taking Behavior, and Competitive Outcomes in
  Sequential Settings",Masaya Nishihata; Suguru Otani,econ.GN; q-fin.EC,2024-09-20 08:51:38,https://arxiv.org/abs/2409.13333v2,"Understanding how competitive pressure affects risk-taking is crucial in
sequential decision-making under uncertainty. This study examines these effects
using bench press competition data, where individuals make risk-based choices
under pressure. We estimate the impact of pressure on weight selectio"
2403.03363v6,On minimizing cyclists' ascent times,Len Bos; Michael A. Slawinski; Raphaël A. Slawinski; Theodore Stanoev,physics.class-ph; physics.pop-ph,2024-03-05 23:16:42,https://arxiv.org/abs/2403.03363v6,"We prove that, given an average power, the ascent time is minimized if a
cyclist maintains a constant ground speed regardless of the slope. Herein,
minimizing the time is equivalent to maximizing -- for a given uphill -- the
corresponding mean ascent velocity (VAM: velocit\`a ascensionale media), wh"
2408.11878v2,"Open-FinLLMs: Open Multimodal Large Language Models for Financial
  Applications",Jimin Huang; Mengxi Xiao; Dong Li; Zihao Jiang; Yuzhe Yang; Yifei Zhang; Lingfei Qian; Yan Wang; Xueqing Peng; Yang Ren; Ruoyu Xiang; Zhengyu Chen; Xiao Zhang; Yueru He; Weiguang Han; Shunian Chen; Lihang Shen; Daniel Kim; Yangyang Yu; Yupeng Cao; Zhiyang Deng; Haohang Li; Duanyu Feng; Yongfu Dai; VijayaSai Somasundaram; Peng Lu; Guojun Xiong; Zhiwei Liu; Zheheng Luo; Zhiyuan Yao; Ruey-Ling Weng; Meikang Qiu; Kaleb E Smith; Honghai Yu; Yanzhao Lai; Min Peng; Jian-Yun Nie; Jordan W. Suchow; Xiao-Yang Liu; Benyou Wang; Alejandro Lopez-Lira; Qianqian Xie; Sophia Ananiadou; Junichi Tsujii,cs.CL; cs.CE; q-fin.CP,2024-08-20 16:15:28,https://arxiv.org/abs/2408.11878v2,"Financial LLMs hold promise for advancing financial tasks and domain-specific
applications. However, they are limited by scarce corpora, weak multimodal
capabilities, and narrow evaluations, making them less suited for real-world
application. To address this, we introduce \textit{Open-FinLLMs}, the "
2409.02293v3,"Size-dependent second-order-like phase transitions in Fe nanocluster
  melting from low-temperature structural isomerization",Louis E. S. Hoffenberg; Alexander Khrabry; Yuri Barsukov; Igor D. Kaganovich; David B. Graves,physics.atm-clus; cond-mat.mes-hall; cond-mat.mtrl-sci,2024-09-03 21:09:36,https://arxiv.org/abs/2409.02293v3,"In this work, the melting phase transitions of $Fe_{n}$ nanoclusters with $10
\leq n \leq 100$ atoms are investigated using classical many-body molecular
dynamics simulations. For many cluster sizes, surface melting occurs at much
lower temperatures than core melting. Surface and core melting points"
2408.14872v2,Time is Knowledge: What Response Times Reveal,Jean-Michel Benkert; Shuo Liu; Nick Netzer,econ.GN; q-fin.EC,2024-08-27 08:42:34,https://arxiv.org/abs/2408.14872v2,"Response times contain information about economically relevant but unobserved
variables like willingness to pay, preference intensity, quality, or happiness.
Here, we provide a general characterization of the properties of latent
variables that can be detected using response time data. Our character"
2406.15888v2,Real-time Speech Summarization for Medical Conversations,Khai Le-Duc; Khai-Nguyen Nguyen; Long Vo-Dang; Truong-Son Hy,cs.CL; cs.AI; cs.LG; cs.SD; eess.AS,2024-06-22 16:37:51,https://arxiv.org/abs/2406.15888v2,"In doctor-patient conversations, identifying medically relevant information
is crucial, posing the need for conversation summarization. In this work, we
propose the first deployable real-time speech summarization system for
real-world applications in industry, which generates a local summary after
e"
2403.01012v4,"Hilbert Space-Valued LQ Mean Field Games: An Infinite-Dimensional
  Analysis",Hanchao Liu; Dena Firoozi,math.OC; math.FA; math.PR; q-fin.MF; q-fin.RM,2024-03-01 22:21:43,https://arxiv.org/abs/2403.01012v4,"This paper presents a comprehensive study of linear-quadratic (LQ) mean field
games (MFGs) in Hilbert spaces, generalizing the classic LQ MFG theory to
scenarios involving $N$ agents with dynamics governed by infinite-dimensional
stochastic equations. In this framework, both state and control proces"
2403.05373v2,Regularized Principal Spline Functions to Mitigate Spatial Confounding,Carlo Zaccardi; Pasquale Valentini; Luigi Ippoliti; Alexandra M. Schmidt,stat.ME,2024-03-08 15:06:45,https://arxiv.org/abs/2403.05373v2,"This paper proposes a new approach to address the problem of unmeasured
confounding in spatial designs. Spatial confounding occurs when some
confounding variables are unobserved and not included in the model, leading to
distorted inferential results about the effect of an exposure on an outcome. We
"
2412.14369v2,Uncertainty Awareness in Wireless Communications and Sensing,Shixiong Wang; Wei Dai; Jianyong Sun; Zongben Xu; Geoffrey Ye Li,eess.SP,2024-12-18 22:08:17,https://arxiv.org/abs/2412.14369v2,"Wireless communications and sensing (WCS) establish the backbone of modern
information exchange and environment perception. Typical applications range
from mobile networks and the Internet of Things to radar and sensor grids.
Despite transformative capabilities, wireless systems often face diverse
u"
2410.01265v2,Transformers Handle Endogeneity in In-Context Linear Regression,Haodong Liang; Krishnakumar Balasubramanian; Lifeng Lai,stat.ML; cs.AI; cs.LG; econ.EM; math.ST; stat.TH,2024-10-02 06:21:04,https://arxiv.org/abs/2410.01265v2,"We explore the capability of transformers to address endogeneity in
in-context linear regression. Our main finding is that transformers inherently
possess a mechanism to handle endogeneity effectively using instrumental
variables (IV). First, we demonstrate that the transformer architecture can
emul"
